[0, 3328, 7237, 11213, 15315, 19354, 23428, 27708, 31839, 35961, 40171, 44270, 48533, 52606, 56798, 60985, 65247, 69550, 73731, 77972, 82213, 86396, 90543, 94757, 98915, 103120, 107351, 111631, 115762, 119908, 124063, 128183, 132420, 136596, 140716, 144885, 149066, 153253, 157434, 161566, 165777]
[0, 1605, 3183, 4749, 6390, 7980, 9565, 11182, 12762, 14353, 15911, 17475, 19027, 20586, 22150, 23696, 25271, 26917, 28450, 30006, 31607, 33194, 34777, 36318, 37890, 39523, 41128, 42746, 44350, 45900, 47508, 49017, 50618, 52216, 53776, 55360, 56916, 58538, 60097, 61662, 63279]

[0, 3224, 7221, 11130, 15059, 19178, 23225, 27312, 31318, 35448, 39543, 43628, 47763, 51844, 55859, 59979, 64101, 68224, 72350, 76564, 80713, 84800, 88888, 93048, 97233, 101380, 105571, 109697, 113951, 118211, 122343, 126500, 130677, 134810, 139008, 143266, 147476, 151670, 155928, 160160, 164441]
[0, 1477, 3070, 4599, 6160, 7763, 9304, 10959, 12502, 14055, 15565, 17232, 18832, 20422, 21984, 23578, 25199, 26790, 28390, 29998, 31591, 33157, 34774, 36321, 37909, 39510, 41149, 42723, 44272, 45888, 47488, 48968, 50521, 52117, 53698, 55330, 56923, 58510, 60139, 61743, 63316]
[0, 3259, 7356, 11133, 14896, 19127, 23393, 27749, 32038, 36262, 40484, 44716, 48914, 53198, 57493, 61737, 65979, 70209, 74464, 78783, 83083, 87300, 91564, 95757, 99992, 104337, 108655, 112821, 117061, 121293, 125504, 129665, 133945, 138056, 142265, 146463, 150638, 154847, 159017, 163239, 167437]
[0, 1517, 2990, 4494, 6008, 7562, 9130, 10773, 12314, 13954, 15551, 17112, 18661, 20266, 21897, 23477, 25074, 26692, 28264, 29856, 31501, 33059, 34664, 36244, 37824, 39477, 41090, 42592, 44217, 45851, 47443, 48959, 50548, 52082, 53658, 55247, 56777, 58341, 59867, 61451, 63052]

[0, 3309, 7445, 11394, 15223, 18945, 22624, 26543, 30379, 34277, 38306, 42316, 46361, 50417, 54538, 58660, 62626, 66717, 70879, 74983, 79087, 83168, 87165, 91243, 95260, 99316, 103407, 107498, 111648, 115801, 119866, 123998, 128108, 132148, 136226, 140333, 144448, 148463, 152513, 156620, 160774]
[0, 1504, 3094, 4667, 6224, 7808, 9381, 11046, 12582, 14172, 15736, 17300, 18930, 20480, 22053, 23668, 25217, 26815, 28375, 29887, 31393, 32969, 34499, 36081, 37606, 39124, 40721, 42283, 43878, 45505, 47079, 48673, 50248, 51835, 53402, 54993, 56580, 58121, 59690, 61292, 62873]
[0, 3298, 7511, 11370, 15299, 19338, 23433, 27529, 31662, 35824, 39856, 43962, 48210, 52486, 56772, 61095, 65365, 69529, 73715, 77912, 82148, 86379, 90571, 94792, 99055, 103296, 107489, 111654, 115876, 120064, 124339, 128626, 132838, 137189, 141405, 145695, 149957, 154233, 158461, 162635, 166910]
[0, 1544, 3103, 4631, 6139, 7704, 9230, 10841, 12475, 14041, 15604, 17136, 18795, 20402, 22015, 23667, 25282, 26874, 28462, 30066, 31647, 33224, 34800, 36429, 38028, 39599, 41198, 42837, 44386, 45956, 47584, 49215, 50830, 52446, 54016, 55648, 57251, 58844, 60447, 62050, 63638]

[0, 3264, 7166, 11002, 14956, 18808, 22743, 26527, 30442, 34471, 38472, 42558, 46742, 50858, 54954, 58999, 63087, 67226, 71368, 75524, 79679, 83829, 87953, 92013, 96077, 100168, 104151, 108115, 112165, 116246, 120317, 124293, 128367, 132480, 136528, 140711, 144837, 148924, 153053, 157141, 161191]
[0, 1506, 3115, 4650, 6229, 7819, 9398, 10933, 12542, 14216, 15878, 17445, 19036, 20614, 22253, 23756, 25344, 26941, 28566, 30145, 31769, 33337, 34967, 36560, 38142, 39746, 41327, 42851, 44385, 46001, 47669, 49211, 50803, 52426, 53995, 55640, 57175, 58739, 60364, 61937, 63509]
[0, 3255, 7362, 11464, 15596, 19791, 23916, 28024, 32165, 36250, 40337, 44404, 48460, 52509, 56528, 60518, 64654, 68782, 72873, 77023, 81170, 85368, 89484, 93605, 97750, 101955, 106126, 110328, 114592, 118853, 123023, 127089, 131274, 135463, 139561, 143703, 147912, 152133, 156297, 160470, 164762]
[0, 1554, 3185, 4862, 6404, 8023, 9603, 11219, 12827, 14475, 16040, 17648, 19185, 20731, 22290, 23836, 25397, 27031, 28640, 30259, 31834, 33447, 34993, 36579, 38173, 39822, 41420, 43028, 44610, 46215, 47833, 49306, 50919, 52430, 53937, 55503, 57141, 58685, 60268, 61890, 63526]

[0, 3295, 7301, 11158, 15148, 19245, 23455, 27462, 31648, 35868, 40022, 44139, 48381, 52567, 56741, 60984, 65245, 69477, 73834, 78095, 82344, 86520, 90722, 94968, 99187, 103333, 107554, 111834, 116026, 120336, 124574, 128756, 132952, 137163, 141380, 145644, 149890, 154100, 158394, 162598, 166738]
[0, 1604, 3189, 4733, 6247, 7796, 9423, 11024, 12674, 14287, 15917, 17498, 19073, 20680, 22241, 23786, 25320, 26906, 28535, 30165, 31780, 33315, 34845, 36401, 37982, 39470, 41049, 42678, 44295, 45873, 47497, 49086, 50655, 52240, 53845, 55452, 57051, 58611, 60231, 61821, 63351]
[0, 3344, 7362, 11283, 15179, 19047, 23124, 27156, 31155, 35282, 39416, 43462, 47483, 51549, 55722, 59685, 63785, 67792, 71924, 76125, 80227, 84385, 88498, 92601, 96620, 100760, 104915, 109030, 113114, 117249, 121426, 125562, 129729, 133931, 138037, 142088, 146241, 150362, 154556, 158795, 162953]
[0, 1521, 3115, 4700, 6279, 7828, 9460, 11008, 12601, 14205, 15805, 17385, 18949, 20554, 22132, 23677, 25250, 26789, 28374, 29975, 31564, 33090, 34668, 36259, 37825, 39408, 40968, 42554, 44184, 45766, 47356, 48938, 50549, 52100, 53695, 55256, 56852, 58384, 60036, 61615, 63243]

[0, 3279, 7385, 11311, 15166, 19141, 23101, 27249, 31558, 35628, 39720, 43742, 47757, 51693, 55653, 59617, 63604, 67656, 71666, 75716, 79765, 83658, 87570, 91574, 95645, 99656, 103732, 107703, 111833, 115880, 120070, 124072, 128190, 132275, 136344, 140418, 144489, 148528, 152631, 156794, 160935]
[0, 1537, 3137, 4639, 6225, 7809, 9383, 10984, 12620, 14200, 15785, 17285, 18900, 20430, 21968, 23538, 25120, 26721, 28257, 29833, 31412, 32981, 34567, 36099, 37623, 39106, 40726, 42224, 43819, 45423, 47036, 48634, 50218, 51847, 53441, 54994, 56597, 58177, 59780, 61369, 62975]
[0, 3373, 7264, 11226, 15243, 19491, 23600, 27820, 31980, 36146, 40329, 44575, 48831, 53020, 57287, 61539, 65848, 70106, 74376, 78630, 82957, 87293, 91579, 95890, 100120, 104375, 108644, 112955, 117275, 121521, 125825, 130114, 134348, 138591, 142889, 147152, 151464, 155695, 160033, 164301, 168605]
[0, 1546, 3068, 4697, 6263, 7883, 9461, 11053, 12666, 14290, 15752, 17331, 18877, 20409, 21994, 23601, 25235, 26836, 28438, 29999, 31622, 33218, 34810, 36405, 37958, 39491, 41124, 42747, 44375, 45917, 47542, 49175, 50729, 52301, 53902, 55504, 57091, 58678, 60328, 61951, 63572]
