[[[0.11752665389164951], [0.1448931328662837], [0.0601192081788127], [0.095728240528831], [0.15805717042363743], [0.07527852609273684], [0.018511950972768185], [0.02229643274094177], [-0.00025762610704245514], [0.015433443123326951]], '|', 1, 1.0, 2.315181912977972, 1]
[[[0.0835344334724607], [0.15114112331366888], [0.08231082881947309], [0.11294109414405729], [0.09560034039345573], [0.100341957817441], [0.09327204641021136], [0.09303278622768038], [0.11844656399908071], [0.05296069314234739]], '|', 3, 0.004152, 9.976, 0]
[[[0.140405087093389], [0.13680071732991053], [0.09219770636496395], [0.1322157369692873], [0.07194622294971292], [0.07851107904498647], [0.10625055401080334], [0.09239115899660555], [0.08205047869313509], [0.07310207844853614]], '|', 0, 0.004152, 9.975, 0]
[[[0.07770021112855827], [0.13756674976785951], [0.02226706377326587], [0.11409977457477333], [0.09054252192748054], [0.12911253999998595], [0.12060294454557463], [-0.01130137870611693], [0.12338586441909706], [0.11297096973793685]], '|', 4, 0.0, 0.0, 0]
[[[0.1008745134650621], [0.08125304734888435], [0.13413124887822492], [0.08347882761155871], [0.17338870506598747], [0.12257531421977255], [0.1855131226975793], [0.06857864012319058], [0.029762974390685926], [0.12859158389943262]], '|', 3, 0.0, 0.0, 0]
[[[0.13410816246901147], [0.1014144038821903], [0.038448270170214266], [0.08208419261135526], [0.1247194213568134], [0.09263294697385019], [0.09536059258110416], [0.0929816412535299], [0.06264341377493995], [0.07867918695665603]], '|', 4, 0.0, 0.0, 0]
[[[0.042937783179178714], [0.1707183979324411], [0.08098508499448072], [0.1191044072727023], [0.05912456221434762], [0.1317811295840433], [0.025073560894587926], [0.13682460472219826], [0.09858528300485157], [0.1844242021440284]], '|', 1, 0.0, 0.0, 0]
[[[0.04773863708623926], [0.10305521920638369], [0.1146892725553546], [0.1493159676950495], [0.08308572154436898], [0.1034585762609715], [0.014301330836905254], [0.06679324543909168], [0.11806463802220968], [0.14416697305212856]], '|', 2, 0.004152, 9.97, 0]
[[[0.08873054923737549], [0.18225422092793175], [0.17040996905796374], [0.0975739003290076], [0.0034598799530484725], [0.028897344967760488], [0.06888564693490348], [0.14463364431696676], [0.1124108915113507], [0.016230087351087497]], '|', 2, 0.0, 0.0, 0]
[[[0.09084936684519351], [0.16453445498252464], [0.0850078125078939], [0.07000121530897335], [0.18218496410072466], [0.10213638147193392], [0.0808337160485568], [0.11400668635313116], [0.10068658905496355], [0.08283430887059626]], '|', 4, 1.0, 0.30511775413641673, 1]
[[[0.14833825314207855], [0.14462807211137946], [0.13363446232564416], [0.0958845112970585], [0.14587601505597933], [0.09801189683365297], [0.11866573068915365], [0.14134747471758005], [0.1323537744106273], [0.17159018732825088]], '|', 1, 0.0, 0.0, 0]
[[[0.11805136064160685], [0.0326376005652705], [0.053593195800708954], [0.15400427274726905], [0.08674867320269487], [0.11546156580532366], [0.06594177373876692], [0.14003525694721206], [0.08460671004668839], [0.1583243295443808]], '|', 0, 1.0, 1.971577841246568, 1]
[[[0.0787106391640729], [0.14472533586870784], [0.12697584419283475], [0.07110432378343397], [0.1439598533098872], [0.06393462038096008], [0.06710131244382993], [0.12886845168450772], [0.07498631994136049], [0.07624627730981962]], '|', 4, 0.0, 0.0, 0]
[[[0.0862439716315843], [0.059993232405099364], [0.1417997763869559], [0.124340587939394], [0.09722685213238069], [0.09566431731305841], [0.11800622051068717], [0.1706134040207629], [0.1348387921012897], [0.07966171462898397]], '|', 4, 1.0, 0.05669393781000106, 1]
[[[0.13109676820995453], [0.09524915311587644], [0.09204007264785102], [0.17465885500608502], [0.08324248409287507], [0.08083260339490377], [0.021915788510190687], [0.04390683418187452], [0.11804491754938395], [0.07220316395259044]], '|', 4, 0.004152, 9.963, 0]
[[[0.12061655207132965], [0.055405157905362525], [0.0693076069467306], [0.12698282827824015], [0.15843569521852313], [0.1236989120569608], [0.14791323366885006], [0.16818376685489628], [0.14160356612616382], [0.06326239846799896]], '|', 1, 0.0, 0.0, 0]
[[[0.09578621149969832], [0.12520782682739645], [0.08340612394847058], [0.11807784149284893], [0.03683374858422138], [0.06685488084574376], [0.12115518982340698], [0.010516539555501164], [0.0556914999086179], [0.09929126728359432]], '|', 4, 0.0, 0.0, 0]
[[[0.031224221015219072], [0.1022848398432837], [0.06801810037232961], [0.08833621617996669], [0.0896406858639787], [0.10757172790234631], [0.0774484506167079], [0.10358745629290361], [0.07595372797402467], [0.12224294040309541]], '|', 2, 0.0, 0.0, 0]
[[[0.16775236453152326], [0.10787479117001167], [0.10679477021390288], [0.05343968115355191], [0.1277346490264154], [0.06967730685775071], [0.06764611214111485], [0.12229757811432135], [0.10724154977431484], [0.1442870180379625]], '|', 3, 0.004152, 9.959, 0]
[[[0.1577150771398524], [0.07841273751190031], [0.10513507960623777], [0.1704166073430129], [0.1386615700091623], [0.12852196201213079], [0.15224824260541797], [0.07581588123342496], [0.12546333637658524], [0.15637013557456034]], '|', 0, 0.0, 0.0, 0]
[[[0.16483649142486992], [0.06775260730471103], [0.08993303169474302], [0.11530860694897456], [0.08844010627960737], [0.08432735040767807], [0.12736005312727813], [0.08586360068531942], [0.028483484352011368], [0.11447389263358274]], '|', 2, 0.0, 0.0, 0]
[[[0.08302028837716291], [0.07073876073078667], [0.03737047397376378], [0.14055289867886822], [0.010915494725999411], [0.03202665581110817], [0.08896615749755427], [0.1491582234260279], [0.15238823622730616], [0.053800694602825425]], '|', 3, 1.0, 1.2156285929981456, 1]
[[[0.09289471216065796], [0.03958174499649724], [0.14044828255099634], [0.04093749357919278], [0.0942721701997105], [0.14131935115799005], [0.09110343885880366], [0.15880641375302962], [0.06519967107236592], [0.11476761878187496]], '|', 3, 0.0, 0.0, 0]
[[[0.13413128743294933], [0.0944115307823571], [0.1554525705698528], [0.12192518338752772], [0.03450201627966633], [0.25834410816151854], [0.1259457457636267], [0.1042937317529436], [0.04404748725334094], [0.10327071275222466]], '|', 4, 0.004152, 9.954, 0]
[[[0.08160228676637252], [0.1257741466412129], [0.11486681164847462], [0.1741203794027752], [0.10569005490105272], [0.12054021919954191], [0.1148982740604577], [0.09406040787762426], [0.09266399210719904], [0.14404000810673928]], '|', 4, 0.0, 0.0, 0]
[[[0.1312010854135452], [0.07482233583784881], [0.055462555881080386], [0.09730359900212583], [0.14645759926697577], [0.09889882454928088], [0.16985740356911894], [0.0689971885170626], [0.10566562150663221], [-0.0006521544386299816]], '|', 2, 0.0, 0.0, 0]
[[[0.0761732847635884], [0.08763514725432552], [0.12043751097968358], [0.16842647354684542], [0.10139774357454961], [0.15815670326435272], [0.12646724305863932], [0.13945408720848257], [0.08135380572696288], [0.15539965374594555]], '|', 1, 0.004152, 9.951, 0]
[[[0.0570814288515342], [0.11980634444801266], [0.06191751597174964], [0.07927417790404981], [0.04154385581111575], [0.07934608365415911], [0.11404467586043862], [0.09724918147685446], [0.046089402349853446], [0.15882959426765478]], '|', 4, 0.0, 0.0, 0]
[[[0.11348883753233835], [0.14032261732303053], [0.13140907678538755], [0.07340528932131146], [0.02219812165551842], [0.06338302527073175], [0.14900623397092924], [0.057858157051987394], [0.13264174737296244], [0.07550372107484705]], '|', 1, 1.0, 1.1939893326828772, 1]
[[[0.11572436979415934], [0.027043205894992234], [0.1466830066399986], [0.09841325199638072], [0.1354330319586363], [0.10759446597532384], [0.13192255181195772], [0.095922718429456], [0.1297342617405545], [0.03961709263103826]], '|', 4, 0.004152, 9.948, 0]
[[[0.05677157230217973], [0.12901896017926143], [0.09843286975162013], [0.0908498331511915], [0.09281550821394569], [0.12006900437380663], [0.07626624983030324], [0.12041230386981025], [0.06336832603725283], [0.08370991827920138]], '|', 4, 0.0, 0.0, 0]
[[[0.13939806686876846], [0.14285009711383564], [0.05611382558978551], [0.1335453898891351], [0.05843270711860388], [0.12932092926876315], [0.024047517627228204], [0.055315572302435494], [0.07964110888708555], [0.09334056180456163]], '|', 1, 0.0, 0.0, 0]
[[[0.1569445771739595], [0.1361599669601411], [0.16301871634289525], [0.14826431592142275], [0.08868545793460622], [0.0893469246272512], [0.1427588648880505], [0.10161485724091357], [0.09372025310026728], [0.046591891079392336]], '|', 1, 1.0, 0.7119260542015461, 1]
[[[0.09574159513777841], [-0.011639856267753879], [0.08175529779405259], [0.06080438993352797], [0.12770297390157423], [0.08085310574337354], [0.08683793802635677], [0.15388421858681992], [0.058037290193255354], [0.11266635580626619]], '|', 3, 1.0, 0.02529181738884465, 1]
[[[0.02418932210094135], [0.10358916469778605], [0.11641062981587379], [0.1343948388718765], [0.06405267226725415], [0.11278627767778375], [0.11272616798714759], [0.09923073463609451], [0.10600065114911215], [0.11854137286926664]], '|', 0, 1.0, 0.19673158155364745, 1]
[[[0.11591521699527406], [0.06015956443646401], [0.05216553958702072], [0.20023921141274692], [0.17679169145712353], [0.04433224495783865], [0.11800870968151383], [0.12509748331012444], [0.1300534894064194], [0.10561581745789402]], '|', 2, 1.0, 0.2434148030656419, 1]
[[[0.06292512243165502], [0.0927031837454761], [0.08035499448836728], [0.10537492464159018], [0.08926514783517694], [0.09473297494851927], [0.1407420989907153], [0.149222327998189], [0.052755873089127076], [0.08160279582261676]], '|', 1, 1.0, 1.4318017985199765, 1]
[[[0.06836800184899329], [0.14894888847840437], [0.09762528389806004], [0.15795957616632944], [0.08089676581373116], [0.10103999976742634], [0.046052142128110304], [0.15210142145944722], [0.08549551649690965], [0.04059374194698182]], '|', 3, 0.0, 0.0, 0]
[[[0.07630154859386923], [0.007803682489194469], [0.09872731309204835], [0.10449950969656784], [0.11152312668020603], [0.15992432734308137], [0.08796095384178647], [0.13229823668021082], [0.11248954756052], [0.09226713438103985]], '|', 2, 0.0, 0.0, 0]
[[[0.016927919123057827], [0.13790004669382705], [0.07984104203430731], [0.10071823566603307], [0.04918156894458081], [0.11131982135244008], [0.10432123269249383], [0.10117670475883063], [0.09460827482817107], [0.14196873163010273]], '|', 4, 1.0, 0.49056241061064604, 1]
[[[0.13864883450313367], [0.12903667410083286], [0.23284315024681462], [0.0759909867849074], [0.08481929937864482], [0.05940785236565316], [0.11743944785185641], [0.07250050427759303], [-0.007934469666641894], [0.05146647496685181]], '|', 0, 1.0, 0.3827285308900048, 1]
[[[0.1028900759662354], [0.14039149339790236], [0.03772233768539874], [0.07550231486862623], [0.09442592778196315], [0.07085850042301194], [0.12124655173824901], [0.10016003367901502], [0.11285063657935328], [0.07099140297018536]], '|', 2, 1.0, 0.35168103708080434, 1]
[[[0.16146145312084398], [0.09998499964966576], [0.15174198482653234], [0.0824400934533489], [0.12360157856643322], [0.07282464868011063], [0.06196362995796921], [0.07182598673906165], [0.0981653325572093], [0.09125066164129164]], '|', 0, 0.004152, 9.935, 0]
[[[0.16156828038620252], [0.05405183081452216], [0.05638646670180741], [0.16800752586582107], [0.12435134635632436], [0.0247435653133576], [0.1198907639458391], [0.10949330797358386], [0.014222238130861972], [0.08521750298650267]], '|', 4, 0.0, 0.0, 0]
[[[0.09930180192655289], [0.12925610068500265], [0.1381798266619075], [0.1038298708444054], [0.1413380321305695], [0.09414906901554586], [0.06570012701040912], [0.06263272627408203], [0.12170581178265265], [0.021673236576039562]], '|', 0, 0.0, 0.0, 0]
[[[0.12711230284479247], [0.05573707730432459], [0.08563103617157045], [0.12021527611011672], [0.1487176360320539], [0.02237276142540426], [0.06775287152186171], [0.10196246769492412], [0.07615654661649351], [0.13446492405364818]], '|', 1, 0.0, 0.0, 0]
[[[0.016544377381738945], [0.11447206562284189], [0.11703680706011264], [0.10196321588566523], [0.1440894693034137], [0.05081702985814284], [0.14434467031958703], [0.07188318388359326], [0.12902202072314933], [0.08703183122059156]], '|', 1, 0.004152, 9.931, 0]
[[[0.13257372516595703], [0.131218797190335], [0.04143785705677632], [0.09382035224757886], [0.09630270725833656], [0.09048498938172671], [0.0697734893959214], [0.1740575157829404], [0.10836386706302084], [0.16220063977332358]], '|', 3, 0.004152, 9.93, 0]
[[[0.07723405385952119], [0.05752812954756607], [0.10528991115679139], [0.07747053583530174], [0.19560583849334048], [0.1098169139675648], [0.14610396540042417], [0.09103056911506006], [0.08695754776959455], [0.09876354329583456]], '|', 4, 0.004152, 9.929, 0]
[[[0.11422869046304068], [0.13398347380379289], [0.09511383939553267], [0.07276593703930731], [0.05728493694053779], [0.09693282549177074], [0.12291850903827026], [0.11831788305238967], [0.09928729803784245], [0.07599444803057548]], '|', 2, 0.0, 0.0, 0]
[[[0.10587061053547558], [0.1228721951545996], [0.09852729373931891], [0.10449473955168877], [0.09397982697398194], [0.13661997072250293], [0.08247198930645326], [0.10742142483866222], [0.11577712120048451], [0.12902090233014235]], '|', 4, 0.004152, 9.927, 0]
[[[0.15983539063537905], [0.1270181523681685], [0.12396852941837035], [0.041190516439147465], [0.12425615777215349], [0.19174870449428713], [0.06679956057729305], [0.05921920602377135], [0.0914138463109591], [0.14084992504395605]], '|', 3, 0.004152, 9.926, 0]
[[[0.12099001969187297], [0.08091503174122672], [0.09856039273091236], [0.14148155927095632], [0.12690478992485918], [0.1971550787809192], [0.14022746721244866], [0.11414268864010517], [0.12458905103309795], [0.0860406323633779]], '|', 1, 0.0, 0.0, 0]
[[[0.06088907993868132], [0.10687828528670364], [0.11962244175238557], [0.04418867899738692], [0.07910574139457219], [0.08522976392684127], [0.11062569610057141], [0.08958135764538482], [0.11780386841378289], [0.10392448984887966]], '|', 2, 1.0, 0.8514198497919447, 1]
[[[0.1424131003662723], [0.03155329361502028], [0.16628498552171705], [0.15670696051997443], [0.10201268344588542], [0.12601292857009386], [0.12426193601653181], [0.07050841488960272], [0.10658660263396827], [0.13112696716398267]], '|', 1, 0.0, 0.0, 0]
[[[0.11239267034429955], [0.14205283071395006], [0.10379984440276646], [0.10323003954492081], [0.06928785015901759], [0.08541847801173451], [0.08161129275847728], [0.1682193407102177], [0.10962022208589449], [0.06002293994567282]], '|', 1, 1.0, 0.05662902078358378, 1]
[[[0.1159439355264575], [0.09231985213475823], [-0.022150575217052215], [0.1191940948461527], [0.03789204867292657], [0.12313857681024969], [0.0615494560387796], [0.041667021584273836], [0.11977366603929515], [0.04023224938901262]], '|', 0, 0.0, 0.0, 0]
[[[0.0821320318609152], [0.10817509579684653], [0.12448930092512213], [0.1297953814576261], [0.09854874845785191], [0.06670418609245243], [0.17695261703883702], [0.07576074717845609], [0.1721435592594599], [0.08189900106863898]], '|', 3, 0.004152, 9.92, 0]
[[[0.1464514277336723], [0.14279862155800532], [0.05817863010492422], [0.11421138028024919], [0.1302156811676342], [0.12803928486092978], [0.09204250198864417], [0.1120784018162458], [0.0842124127601777], [0.0531274648311551]], '|', 0, 0.0, 0.0, 0]
[[[0.13936048947760965], [0.07761274312325772], [0.1551903276642487], [0.1240980360495844], [0.06429413305948464], [0.09355206721835051], [0.08854460338419305], [0.06516449401392155], [0.12005718359573321], [0.08085543704555262]], '|', 2, 1.0, 0.14187237238112263, 1]
[[[0.1652676605452319], [0.1344356496407372], [0.06479243741833682], [0.09923997913810734], [0.09092959231321665], [0.037419685847552134], [0.13725022715072477], [0.1379923526084532], [0.13702004858809544], [0.0817204856962585]], '|', 2, 0.0, 0.0, 0]
[[[0.14275943886475673], [0.09160988258309784], [0.137405911183643], [0.17250111260470163], [0.10560439525219012], [0.04323404891422052], [0.08732395213886615], [0.12563943465534028], [0.14879497516122486], [0.05464831858425688]], '|', 3, 0.0, 0.0, 0]
[[[0.09237806809354193], [0.10933356505040488], [0.11739993297051365], [0.13641694412012337], [0.06206241374184813], [0.08306086811097857], [0.14031865910402314], [0.11569339644497231], [0.1179352260312675], [0.14501293994657016]], '|', 0, 1.0, 1.0130935813504447, 1]
[[[0.10416213558836358], [0.12112013688287346], [0.08741744552330852], [0.04619959918926499], [0.048189684588756505], [0.10297282214730527], [0.09201757128015134], [0.07381587325900088], [0.11272057185676676], [0.06438913791567004]], '|', 2, 0.0, 0.0, 0]
[[[0.10445349065531881], [0.09921909766718907], [0.06640044341551012], [0.00807176477848591], [0.1582610954589111], [0.11266548942815831], [-0.006565037570485571], [0.08294285529465911], [0.11575150924997275], [0.09087437237198176]], '|', 1, 1.0, 0.5501219933050225, 1]
[[[0.12321320450412918], [0.061069296590030395], [0.10700670916872275], [0.09786065229059375], [0.09267752052152106], [0.09115884392846658], [0.10799038220770511], [0.13730885654752367], [0.07879520799199793], [0.08371039903952276]], '|', 3, 0.0, 0.0, 0]
[[[0.10642259966970047], [0.09519400097485005], [0.11542409169377302], [0.12873162943017372], [0.15164755611403505], [0.09534223406913345], [0.008908080133585364], [0.09721501842179484], [0.11415481707531362], [0.09252179933869002]], '|', 3, 0.0, 0.0, 0]
[[[0.09387055352931634], [0.002699659494115464], [0.12031937346461519], [0.08703870683919973], [0.039556935683591886], [0.0651431173762017], [0.06540680234137651], [0.1243499632936681], [0.12246552386093623], [0.16059001529929007]], '|', 1, 1.0, 0.035533585108839846, 1]
[[[0.12591699249251673], [0.045934024587293024], [0.04363162894111234], [0.14522901418116524], [0.16266744804384578], [0.09049007607418547], [0.12235211952740446], [0.0398043486488195], [0.022243129666728492], [0.053039052938286244]], '|', 2, 0.0, 0.0, 0]
[[[0.08571249897587935], [0.07914494458367849], [0.09079543746194932], [0.0803594226920356], [0.12717204579798652], [0.1571018780530938], [0.10144789851041743], [0.18119989949761847], [0.07462381158796616], [0.07899586424244243]], '|', 3, 0.0, 0.0, 0]
[[[0.11550938650971801], [0.08580804951957303], [0.14708209023106567], [0.07435568739208444], [0.15290775940434562], [0.10776700065175109], [0.2026181112286712], [0.08143540377407177], [0.09189224369170151], [0.10582607269145951]], '|', 0, 0.004152, 9.907, 0]
[[[0.01275888131672201], [0.12409060510154152], [0.11923384453060676], [0.10437273455621741], [0.038224168744532064], [0.038137558401253706], [0.1234647407440338], [0.1470071475022942], [0.16377858527288885], [0.06418233904200323]], '|', 4, 0.0, 0.0, 0]
[[[0.058768078889648655], [0.08912244801261798], [0.02097079432504652], [0.07644275295825023], [0.13407158550061266], [0.1653841000547766], [0.11116621814538656], [0.16562214594221078], [0.11643491751996285], [0.10765455660555681]], '|', 3, 0.004152, 9.905, 0]
[[[0.09314235250089867], [0.10747748183087982], [0.08980588211024444], [0.09436356990439368], [0.07352432660241309], [0.11036127607168016], [0.10057793660071146], [0.04081679861535551], [0.09037197992992055], [0.06577314430422006]], '|', 1, 0.0, 0.0, 0]
[[[0.018071981650368982], [0.11935534597365294], [0.16234753018089526], [0.19478920756259618], [0.16249678117971855], [0.06516793789567757], [0.14700979970832218], [0.14479596014224555], [0.020486818744215124], [0.134451540615658]], '|', 4, 1.0, 0.08581781926079837, 1]
[[[0.12508708141566102], [0.10651233001227167], [0.11154466862707221], [0.10233229530976337], [0.16527743394620115], [0.08392844664672452], [0.09200242427114882], [0.10029555934824735], [0.11102656300600289], [0.029470007960350736]], '|', 4, 0.0, 0.0, 0]
[[[0.15551895238195862], [0.10904799027372628], [0.12276498383299116], [0.10789263966991162], [0.09254234914864463], [0.08579033946012153], [0.10384456569358083], [0.10608209363733717], [0.14621047021672604], [0.11384230985138696]], '|', 0, 0.0, 0.0, 0]
[[[0.09466045322535757], [0.17946260443769602], [0.04882295374745911], [0.046391632963859966], [0.11418408208451312], [0.09150506858037519], [0.02901616047100665], [0.08751081354488752], [0.07157376917276868], [0.1452451440169985]], '|', 2, 0.0, 0.0, 0]
[[[0.0751499291827902], [0.14202458595469092], [0.11839126800840737], [0.09174676351820481], [0.10084687314352596], [0.11714634958535546], [0.007678459454868017], [0.1130827363027747], [0.08483521556796646], [0.1719167746555245]], '|', 1, 0.0, 0.0, 0]
[[[0.07234924172951351], [0.14570255680020888], [-0.0005969849762311324], [0.13258500059937156], [0.11104411015693101], [0.09011934036457059], [0.09516442758054655], [0.08957757637510595], [0.11692012838333105], [0.09463005741478726]], '|', 4, 0.004152, 9.898, 0]
[[[0.028490491663286308], [0.09256756572878685], [0.18938886950503545], [0.10187384819433205], [0.11163151785874822], [0.08247781970049506], [0.10696217864646915], [0.10711782231846444], [0.08955192322173954], [0.1345305359574966]], '|', 4, 0.004152, 9.897, 0]
[[[0.06307688171662681], [0.09479219167193298], [0.12020215009168392], [0.08931983282632341], [0.051044813976990205], [0.12233056874270551], [0.06071356167885324], [0.08210767352986491], [0.06687409643246904], [0.09557086343835607]], '|', 1, 1.0, 1.4151608619555853, 1]
[[[0.08282456107147948], [0.08101640531682368], [0.12723915709256206], [0.17050435605666592], [0.08569943143923948], [0.1209062069639249], [0.08578346038031434], [0.10395768984129986], [0.14511005379800918], [0.10201172956108195]], '|', 2, 0.004152, 9.895, 0]
[[[0.06737810595181015], [0.07080293550849442], [0.07533014299755333], [0.09946783114770012], [0.13432045808364323], [0.045648126355922816], [0.05850843322580061], [0.06301835153695809], [0.030023783130831108], [0.15303690733953929]], '|', 2, 0.0, 0.0, 0]
[[[0.09854485424943622], [0.17603117278895303], [0.04302665299275993], [0.151767292530367], [0.07193405871344145], [0.08370521259302463], [0.0604414217163385], [0.062005445620493635], [0.047050183550857834], [0.10865331830481897]], '|', 2, 0.0, 0.0, 0]
[[[0.047431958698927114], [0.09032792538708509], [0.09963193823026402], [0.12666442741624442], [0.1040156688959819], [0.11285303333850351], [0.1205764624226529], [0.09930996538961132], [0.11453391674297062], [0.060811192342200816]], '|', 3, 0.0, 0.0, 0]
[[[0.0689811826118431], [0.17590043228557403], [0.0995306314249377], [0.07157997301332181], [0.15519519604283788], [0.09372629557940927], [0.07414035892864024], [0.04204033805911819], [0.13117967464208846], [0.05654796371156433]], '|', 2, 0.0, 0.0, 0]
[[[0.07843869679919852], [0.1257639995177174], [0.10734534297032483], [0.09654292504632768], [0.09144048873753888], [0.14583709416537288], [0.18921096591206718], [0.07804956683390459], [0.12275616362010865], [0.1771520122141647]], '|', 0, 0.0, 0.0, 0]
[[[0.1431622821980292], [0.07252673496886443], [0.08277277491704205], [0.07608125829999046], [0.06346226361380908], [0.07504379389325351], [0.11047501915761362], [0.07651883979380784], [0.13504799450601435], [0.10493021854291172]], '|', 2, 0.004152, 9.889, 0]
